,team1Name,team1Score,team2Name,team2Score,result,winningOdds_team1,winningOdds_team2
31-Aug,Minnesota Twins,1,Cleveland Guardians,4,Cleveland Guardians,2.29,1.73
8-32,Miami Marlins,3,New York Mets,9,New York Mets,2.27,1.74
8-33,New York Yankees,10,Tampa Bay Rays,4,Tampa Bay Rays,1.83,2.18
8-34,Pittsburgh Pirates,3,St.Louis Cardinals,4,St.Louis Cardinals,2.56,1.66
8-35,Baltimore Orioles,0,Boston Red Sox,1,Boston Red Sox,1.87,2.1
8-36,Philadelphia Phillies,7,Washington Nationals,5,Philadelphia Phillies,1.34,3.78
8-37,Seattle Mariners,3,Atlanta Braves,1,Seattle Mariners,2.09,1.87
8-38,San Diego Padres,4,Los Angeles Dodgers,8,Los Angeles Dodgers,2.26,1.8
8-39,Colorado Rockies,4,Arizona Diamondbacks,1,Colorado Rockies,2.45,2.02
8-40,Pittsburgh Pirates,5,St.Louis Cardinals,7,St.Louis Cardinals,2.8,1.58
8-41,Houston Astros,1,Los Angeles Angels,6,Los Angeles Angels,1.8,2.27
8-42,Milwaukee Brewers,5,Cincinnati Reds,1,Milwaukee Brewers,1.44,3.35
8-43,Minnesota Twins,4,Cleveland Guardians,6,Cleveland Guardians,2.06,1.93
8-44,Texas Rangers,7,Toronto Blue Jays,11,Texas Rangers,2.82,1.52
8-45,Miami Marlins,3,New York Mets,11,Miami Marlins,2.43,1.71
8-46,Philadelphia Phillies,8,Washington Nationals,5,Philadelphia Phillies,1.42,3.55
8-47,Baltimore Orioles,4,Boston Red Sox,17,Baltimore Orioles,1.96,2
8-48,Kansas City Royals,4,Detroit Tigers,8,Detroit Tigers,1.84,2.2
8-49,Oakland Athletics,2,Chicago White Sox,10,Oakland Athletics,2.78,1.54
8-50,Chicago Cubs,2,San Francisco Giants,5,San Francisco Giants,2.08,1.89
01-Jul,Tampa Bay Rays,5,Texas Rangers,1,Tampa Bay Rays,1.8,2.7
02-Jul,Boston Red Sox,0,Kansas City Royals,9,Kansas City Royals,1.76,2.31
03-Jul,Washington Nationals,5,Miami Marlins,3,Washington Nationals,2.17,1.81
04-Jul,Toronto Blue Jays,6,Baltimore Orioles,3,Toronto Blue Jays,1.65,2.55
05-Jul,Chicago Cubs,1,Colorado Rockies,3,Colorado Rockies,1.74,2.36
06-Jul,St.Louis Cardinals,5,Cincinnati Reds,1,St.Louis Cardinals,1.63,3.2
07-Jul,Cleveland Guardians,5,Minnesota Twins,1,Cleveland Guardians,1.55,2.68
08-Jul,San Francisco Giants,0,Los Angeles Dodgers,5,Los Angeles Dodgers,2.45,1.65
09-Jul,Arizona Diamondbacks,3,San Diego Padres,12,Arizona Diamondbacks,2.72,1.95
10-Jul,Los Angeles Angels,8,Seattle Mariners,7,Los Angeles Angels,2.45,1.9
11-Jul,St.Louis Cardinals,6,Cincinnati Reds,5,St.Louis Cardinals,1.37,3.54
12-Jul,Houston Astros,5,Oakland Athletics,0,Houston Astros,1.35,4.08
13-Jul,Milwaukee Brewers,7,New York Yankees,6,Milwaukee Brewers,2.05,1.95
14-Jul,Atlanta Braves,7,Philadelphia Phillies,2,Atlanta Braves,1.9,2.87
15-Jul,Boston Red Sox,2,Kansas City Royals,1,Boston Red Sox,1.62,3.05
16-Jul,Cleveland Guardians,4,Minnesota Twins,3,Cleveland Guardians,1.72,2.43
17-Jul,Detroit Tigers,3,Chicago White Sox,2,Detroit Tigers,2.33,1.71
18-Jul,New York Mets,4,Pittsburgh Pirates,3,New York Mets,1.42,3.55
19-Jul,Tampa Bay Rays,3,Texas Rangers,4,Texas Rangers,1.73,2.4
20-Jul,Toronto Blue Jays,6,Baltimore Orioles,3,Toronto Blue Jays,1.64,2.52
21-Jul,Washington Nationals,5,Miami Marlins,4,Washington Nationals,2.16,1.84
22-Jul,Chicago Cubs,2,Colorado Rockies,1,Chicago Cubs,1.82,2.23
23-Jul,Arizona Diamondbacks,4,San Diego Padres,0,Arizona Diamondbacks,2.51,1.64
24-Jul,St.Louis Cardinals,2,Cincinnati Reds,3,Cincinnati Reds,1.36,3.62
25-Jul,Minnesota Twins,3,Kansas City Royals,2,Minnesota Twins,1.61,2.61
26-Jul,Houston Astros,5,Oakland Athletics,2,Houston Astros,1.34,3.9
27-Jul,New York Mets,7,Pittsburgh Pirates,1,New York Mets,1.4,3.4
28-Jul,Miami Marlins,5,Philadelphia Phillies,3,Miami Marlins,2.16,1.82
29-Jul,Toronto Blue Jays,0,Tampa Bay Rays,11,Tampa Bay Rays,1.78,2.27
30-Jul,Cleveland Guardians,2,Chicago White Sox,8,Chicago White Sox,2.35,1.72
31-Jul,Arizona Diamondbacks,5,Los Angeles Dodgers,3,Arizona Diamondbacks,2.1,1.88
7-32,Texas Rangers,7,Oakland Athletics,8,Oakland Athletics,1.66,2.45
7-33,St.Louis Cardinals,4,Milwaukee Brewers,1,St.Louis Cardinals,2.14,1.85
7-34,Minnesota Twins,4,Kansas City Royals,0,Minnesota Twins,1.58,2.78
7-35,Boston Red Sox,3,New York Yankees,5,New York Yankees,2.16,1.84
7-36,New York Mets,3,Chicago Cubs,6,Chicago Cubs,1.5,2.91
7-37,Toronto Blue Jays,5,Tampa Bay Rays,1,Toronto Blue Jays,1.9,2.25
7-38,Washington Nationals,2,Baltimore Orioles,6,Baltimore Orioles,2.34,1.71
7-39,Miami Marlins,1,Philadelphia Phillies,6,Philadelphia Phillies,2.3,1.82
7-40,Seattle Mariners,6,San Diego Padres,1,Seattle Mariners,1.63,2.57
7-41,San Francisco Giants,4,Atlanta Braves,1,San Francisco Giants,2.15,1.83
7-42,Chicago White Sox,0,Colorado Rockies,3,Colorado Rockies,1.42,3.26
7-43,Cleveland Guardians,5,Los Angeles Angels,3,Cleveland Guardians,1.92,2.07
7-44,Detroit Tigers,1,Houston Astros,2,Houston Astros,3.27,1.48
7-45,Cincinnati Reds,4,Pittsburgh Pirates,10,Cincinnati Reds,1.68,2.38
7-46,San Francisco Giants,1,Atlanta Braves,5,Atlanta Braves,2.46,1.83
7-47,Arizona Diamondbacks,0,Los Angeles Dodgers,4,Los Angeles Dodgers,2.85,1.57
7-48,Seattle Mariners,0,San Diego Padres,2,San Diego Padres,1.93,2.4
7-49,Chicago White Sox,4,Colorado Rockies,2,Chicago White Sox,1.55,3.05
7-50,Texas Rangers,8,Oakland Athletics,7,Texas Rangers,1.83,2.4
01-Jun,Los Angeles Dodgers,2,Arizona Diamondbacks,5,Arizona Diamondbacks,1.36,3.6
02-Jun,Oakland Athletics,4,Seattle Mariners,1,Oakland Athletics,3.15,1.46
03-Jun,San Diego Padres,5,St.Louis Cardinals,0,San Diego Padres,1.91,2.07
04-Jun,Colorado Rockies,3,San Francisco Giants,6,San Francisco Giants,2.15,2.11
05-Jun,Chicago White Sox,7,Cleveland Guardians,10,Chicago White Sox,1.76,2.65
06-Jun,Kansas City Royals,5,Minnesota Twins,4,Kansas City Royals,2.2,1.93
07-Jun,Texas Rangers,2,Los Angeles Angels,5,Los Angeles Angels,2.13,2.15
08-Jun,Milwaukee Brewers,5,New York Mets,7,New York Mets,2.06,1.9
09-Jun,Atlanta Braves,3,Washington Nationals,2,Atlanta Braves,1.3,4.08
10-Jun,Baltimore Orioles,2,Detroit Tigers,3,Detroit Tigers,1.6,2.62
11-Jun,New York Yankees,9,Pittsburgh Pirates,8,New York Yankees,1.33,4.08
12-Jun,Philadelphia Phillies,11,Toronto Blue Jays,18,Toronto Blue Jays,0,0
13-Jun,Cincinnati Reds,3,Boston Red Sox,5,Boston Red Sox,2.14,1.88
14-Jun,Miami Marlins,1,Chicago Cubs,2,Chicago Cubs,1.67,2.53
15-Jun,Tampa Bay Rays,0,Houston Astros,5,Houston Astros,2.05,2.41
16-Jun,Los Angeles Dodgers,6,Arizona Diamondbacks,5,Los Angeles Dodgers,1.54,2.87
17-Jun,Los Angeles Dodgers,5,Arizona Diamondbacks,2,Los Angeles Dodgers,1.37,3.54
18-Jun,Colorado Rockies,7,San Francisco Giants,10,Colorado Rockies,2.11,1.87
19-Jun,Milwaukee Brewers,2,New York Mets,7,New York Mets,1.89,2.07
20-Jun,Atlanta Braves,5,Washington Nationals,2,Atlanta Braves,1.3,4.2
21-Jun,Baltimore Orioles,0,Detroit Tigers,11,Detroit Tigers,1.52,2.86
22-Jun,Miami Marlins,10,Chicago Cubs,3,Chicago Cubs,1.75,2.3
23-Jun,Tampa Bay Rays,0,Houston Astros,4,Houston Astros,1.88,2.15
24-Jun,Los Angeles Angels,1,Seattle Mariners,9,Seattle Mariners,2.2,1.82
25-Jun,Cleveland Guardians,11,Minnesota Twins,4,Minnesota Twins,1.87,2.11
26-Jun,San Francisco Giants,3,Los Angeles Dodgers,4,Los Angeles Dodgers,2.62,1.59
27-Jun,Arizona Diamondbacks,1,San Diego Padres,6,San Diego Padres,2.35,1.7
28-Jun,Los Angeles Angels,5,Seattle Mariners,1,Los Angeles Angels,1.81,2.17
29-Jun,Chicago Cubs,3,Colorado Rockies,4,Colorado Rockies,1.85,2.16
30-Jun,St.Louis Cardinals,0,Cincinnati Reds,3,Cincinnati Reds,1.43,3.2
6-31,Houston Astros,11,Oakland Athletics,2,Oakland Athletics,1.3,4.08
6-32,Milwaukee Brewers,8,New York Yankees,12,Milwaukee Brewers,2.6,1.62
6-33,Cleveland Guardians,0,Minnesota Twins,3,Minnesota Twins,1.96,1.99
6-34,New York Mets,7,Pittsburgh Pirates,3,New York Mets,1.24,5.15
6-35,Toronto Blue Jays,4,Baltimore Orioles,5,Baltimore Orioles,1.52,2.91
6-36,Atlanta Braves,5,Philadelphia Phillies,2,Atlanta Braves,1.43,3.2
6-37,Boston Red Sox,13,Kansas City Royals,3,Kansas City Royals,1.53,2.85
6-38,Washington Nationals,1,Miami Marlins,3,Miami Marlins,2.55,1.61
6-39,Tampa Bay Rays,5,Texas Rangers,3,Tampa Bay Rays,1.53,2.85
6-40,Detroit Tigers,5,Chicago White Sox,11,Detroit Tigers,2.41,1.7
6-41,Los Angeles Angels,2,Seattle Mariners,1,Los Angeles Angels,1.95,2.1
6-42,San Francisco Giants,2,Los Angeles Dodgers,7,Los Angeles Dodgers,3.78,1.6
6-43,Arizona Diamondbacks,0,San Diego Padres,2,San Diego Padres,2.25,2.07
6-44,Atlanta Braves,4,Philadelphia Phillies,3,Atlanta Braves,2,1.99
6-45,St.Louis Cardinals,1,Cincinnati Reds,0,St.Louis Cardinals,1.49,2.86
6-46,Cleveland Guardians,7,Minnesota Twins,6,Cleveland Guardians,1.74,2.25
6-47,Houston Astros,5,Oakland Athletics,8,Oakland Athletics,1.37,3.9
6-48,Milwaukee Brewers,4,New York Yankees,1,Milwaukee Brewers,1.72,2.32
6-49,New York Mets,5,Pittsburgh Pirates,1,New York Mets,1.35,4.5
6-50,Detroit Tigers,3,Chicago White Sox,4,Chicago White Sox,2.45,1.67
01-May,Cincinnati Reds,2,Milwaukee Brewers,10,Cincinnati Reds,2.86,1.64
02-May,Pittsburgh Pirates,6,Chicago Cubs,0,Pittsburgh Pirates,1.97,1.97
03-May,Miami Marlins,4,Washington Nationals,1,Miami Marlins,1.55,2.97
04-May,Tampa Bay Rays,1,Toronto Blue Jays,3,Toronto Blue Jays,1.99,2.2
05-May,Oakland Athletics,10,New York Mets,4,New York Mets,4.32,1.28
06-May,Philadelphia Phillies,3,Atlanta Braves,6,Atlanta Braves,2.11,1.85
07-May,New York Yankees,7,Boston Red Sox,5,New York Yankees,1.66,2.45
08-May,Los Angeles Dodgers,0,St.Louis Cardinals,11,St.Louis Cardinals,1.65,2.65
09-May,Arizona Diamondbacks,5,San Francisco Giants,6,San Francisco Giants,2.56,2.1
10-May,Oakland Athletics,2,New York Mets,9,New York Mets,3.15,1.48
11-May,Chicago White Sox,3,Detroit Tigers,5,Detroit Tigers,1.57,2.65
12-May,Colorado Rockies,4,San Diego Padres,3,Colorado Rockies,2.7,1.64
13-May,Kansas City Royals,5,Seattle Mariners,1,Kansas City Royals,1.81,2.2
14-May,Minnesota Twins,2,Los Angeles Angels,4,Los Angeles Angels,2.58,2.15
15-May,Texas Rangers,3,Cleveland Guardians,6,Cleveland Guardians,2.05,2.16
16-May,Tampa Bay Rays,10,Toronto Blue Jays,6,Toronto Blue Jays,1.9,2.36
17-May,Baltimore Orioles,6,Houston Astros,0,Baltimore Orioles,2.6,1.8
18-May,New York Yankees,5,Boston Red Sox,4,New York Yankees,1.58,3.2
19-May,Philadelphia Phillies,9,Atlanta Braves,1,Philadelphia Phillies,2.15,2.49
20-May,Cincinnati Reds,3,Milwaukee Brewers,5,Milwaukee Brewers,2.8,1.65
21-May,Miami Marlins,5,Washington Nationals,2,Miami Marlins,1.74,2.85
22-May,Pittsburgh Pirates,5,Chicago Cubs,6,Chicago Cubs,1.9,2.1
23-May,Los Angeles Dodgers,3,Arizona Diamondbacks,2,Los Angeles Dodgers,1.48,3.1
24-May,Chicago White Sox,2,Cleveland Guardians,4,Cleveland Guardians,2.36,1.72
25-May,New York Yankees,5,Boston Red Sox,4,New York Yankees,1.69,2.85
26-May,Philadelphia Phillies,1,Atlanta Braves,0,Philadelphia Phillies,2.28,2.2
27-May,Baltimore Orioles,2,Houston Astros,0,Baltimore Orioles,2.78,1.66
28-May,Cincinnati Reds,1,Milwaukee Brewers,5,Milwaukee Brewers,2.55,1.65
29-May,Tampa Bay Rays,10,Toronto Blue Jays,5,Toronto Blue Jays,2.07,1.88
30-May,Pittsburgh Pirates,2,Chicago Cubs,3,Chicago Cubs,1.95,2.09
31-May,San Diego Padres,4,St.Louis Cardinals,5,St.Louis Cardinals,1.7,2.43
5-32,Oakland Athletics,5,Seattle Mariners,9,Seattle Mariners,3.16,1.46
5-33,Colorado Rockies,0,San Francisco Giants,3,San Francisco Giants,2.09,1.91
5-34,Kansas City Royals,4,Minnesota Twins,1,Kansas City Royals,2.13,1.84
5-35,Texas Rangers,5,Los Angeles Angels,3,Texas Rangers,1.69,2.68
5-36,Los Angeles Dodgers,1,Arizona Diamondbacks,6,Arizona Diamondbacks,1.45,3.74
5-37,Oakland Athletics,2,Seattle Mariners,1,Oakland Athletics,2.98,1.48
5-38,San Diego Padres,1,St.Louis Cardinals,0,San Diego Padres,1.82,2.24
5-39,Colorado Rockies,1,San Francisco Giants,6,San Francisco Giants,2.25,1.78
5-40,Chicago White Sox,2,Cleveland Guardians,8,Cleveland Guardians,2.15,2.18
5-41,Kansas City Royals,5,Minnesota Twins,2,Kansas City Royals,2.18,1.85
5-42,Texas Rangers,7,Los Angeles Angels,2,Texas Rangers,1.72,2.34
5-43,Baltimore Orioles,8,Detroit Tigers,1,Baltimore Orioles,1.7,2.36
5-44,New York Yankees,14,Pittsburgh Pirates,2,Pittsburgh Pirates,1.37,3.54
5-45,Philadelphia Phillies,4,Toronto Blue Jays,3,Philadelphia Phillies,1.93,2.02
5-46,Cincinnati Reds,5,Boston Red Sox,1,Cincinnati Reds,2.34,1.71
5-47,Miami Marlins,3,Chicago Cubs,4,Chicago Cubs,1.91,2.1
5-48,Tampa Bay Rays,2,Houston Astros,5,Houston Astros,2.19,1.83
5-49,Milwaukee Brewers,6,New York Mets,0,Milwaukee Brewers,2.21,1.79
5-50,Atlanta Braves,2,Washington Nationals,3,Washington Nationals,1.42,3.27
01-Apr,Chicago Cubs,4,Philadelphia Phillies,2,Chicago Cubs,2.68,1.57
02-Apr,Boston Red Sox,3,Baltimore Orioles,1,Boston Red Sox,1.83,2.4
03-Apr,New York Mets,5,Miami Marlins,4,New York Mets,1.54,2.74
04-Apr,Toronto Blue Jays,3,New York Yankees,8,New York Yankees,2.16,1.85
05-Apr,Washington Nationals,3,Atlanta Braves,2,Washington Nationals,2.81,1.52
06-Apr,Detroit Tigers,2,Kansas City Royals,1,Detroit Tigers,1.81,2.23
07-Apr,Cleveland Guardians,2,Tampa Bay Rays,1,Cleveland Guardians,1.9,2.19
08-Apr,Pittsburgh Pirates,4,Cincinnati Reds,3,Pittsburgh Pirates,1.87,2.09
09-Apr,San Francisco Giants,5,Colorado Rockies,2,San Francisco Giants,1.53,2.81
10-Apr,San Diego Padres,4,Los Angeles Dodgers,3,San Diego Padres,2.2,2
11-Apr,Seattle Mariners,0,Texas Rangers,5,Texas Rangers,1.53,2.91
12-Apr,Los Angeles Angels,4,Oakland Athletics,3,Los Angeles Angels,1.52,2.88
13-Apr,Houston Astros,10,Arizona Diamondbacks,2,Arizona Diamondbacks,1.52,2.89
14-Apr,Chicago Cubs,2,Philadelphia Phillies,1,Chicago Cubs,2.55,1.63
15-Apr,Milwaukee Brewers,2,St.Louis Cardinals,6,St.Louis Cardinals,2.07,2.2
16-Apr,Minnesota Twins,4,Chicago White Sox,0,Minnesota Twins,2.1,1.87
17-Apr,Boston Red Sox,13,Baltimore Orioles,9,Baltimore Orioles,1.85,2.11
18-Apr,New York Mets,4,Miami Marlins,6,Miami Marlins,1.56,2.89
19-Apr,Toronto Blue Jays,2,New York Yankees,5,New York Yankees,2.05,2.04
20-Apr,Washington Nationals,2,Atlanta Braves,8,Atlanta Braves,2.88,1.5
21-Apr,Detroit Tigers,4,Kansas City Royals,3,Detroit Tigers,1.9,2.13
22-Apr,Pittsburgh Pirates,4,Cincinnati Reds,1,Pittsburgh Pirates,1.94,2.04
23-Apr,Cleveland Guardians,5,Tampa Bay Rays,6,Tampa Bay Rays,1.83,2.38
24-Apr,Boston Red Sox,8,Baltimore Orioles,14,Boston Red Sox,1.87,2.13
25-Apr,Toronto Blue Jays,3,New York Yankees,2,Toronto Blue Jays,1.9,2.1
26-Apr,Washington Nationals,0,Atlanta Braves,8,Atlanta Braves,3.17,1.44
27-Apr,Pittsburgh Pirates,8,Cincinnati Reds,3,Pittsburgh Pirates,1.86,2.36
28-Apr,New York Yankees,2,Boston Red Sox,0,New York Yankees,1.58,2.64
29-Apr,Los Angeles Dodgers,4,St.Louis Cardinals,1,Los Angeles Dodgers,1.69,2.41
30-Apr,Oakland Athletics,4,New York Mets,13,Oakland Athletics,3.7,1.37
4-31,Arizona Diamondbacks,2,San Francisco Giants,3,San Francisco Giants,1.84,2.18
4-32,Colorado Rockies,6,San Diego Padres,13,Colorado Rockies,2.36,1.72
4-33,Texas Rangers,4,Cleveland Guardians,10,Texas Rangers,2.17,1.81
4-34,Chicago White Sox,1,Detroit Tigers,4,Detroit Tigers,1.48,3.02
4-35,Kansas City Royals,13,Seattle Mariners,12,Kansas City Royals,2.6,1.6
4-36,Minnesota Twins,3,Los Angeles Angels,10,Minnesota Twins,2.02,1.99
4-37,Cincinnati Reds,2,Milwaukee Brewers,1,Cincinnati Reds,2.33,1.71
4-38,Miami Marlins,1,Washington Nationals,6,Washington Nationals,1.62,2.62
4-39,Pittsburgh Pirates,3,Chicago Cubs,8,Chicago Cubs,1.8,2.2
4-40,Tampa Bay Rays,1,Toronto Blue Jays,7,Toronto Blue Jays,1.75,2.32
4-41,Baltimore Orioles,3,Houston Astros,6,Houston Astros,2.45,1.68
4-42,Philadelphia Phillies,7,Atlanta Braves,8,Atlanta Braves,2.25,1.77
4-43,Los Angeles Dodgers,6,St.Louis Cardinals,2,Los Angeles Dodgers,1.66,2.57
4-44,Arizona Diamondbacks,5,San Francisco Giants,2,Arizona Diamondbacks,1.86,2.16
4-45,Colorado Rockies,3,San Diego Padres,9,San Diego Padres,2.98,1.66
4-46,Chicago White Sox,2,Detroit Tigers,7,Detroit Tigers,1.62,3.2
4-47,Kansas City Royals,5,Seattle Mariners,6,Seattle Mariners,2.6,1.6
4-48,Minnesota Twins,8,Los Angeles Angels,4,Minnesota Twins,1.86,2.25
4-49,Baltimore Orioles,10,Houston Astros,11,Houston Astros,2.8,1.64
4-50,Texas Rangers,2,Cleveland Guardians,4,Cleveland Guardians,2.25,1.83
01-Mar,New York Yankees,1,Baltimore Orioles,3,Baltimore Orioles,1.83,2.19
02-Mar,Detroit Tigers,5,Minnesota Twins,2,Detroit Tigers,2.03,1.97
03-Mar,Los Angeles Dodgers,6,Colorado Rockies,4,Los Angeles Dodgers,1.4,3.4
04-Mar,Los Angeles Angels,3,Texas Rangers,2,Los Angeles Angels,1.79,2.27
05-Mar,San Diego Padres,5,Chicago White Sox,2,San Diego Padres,1.92,2.4
06-Mar,Atlanta Braves,4,New York Mets,2,Atlanta Braves,2.09,2.05
07-Mar,Houston Astros,2,Tampa Bay Rays,1,Houston Astros,1.72,2.5
08-Mar,St.Louis Cardinals,13,Pittsburgh Pirates,3,Pittsburgh Pirates,1.47,3.05
09-Mar,Milwaukee Brewers,3,Miami Marlins,4,Miami Marlins,1.6,2.65
10-Mar,Washington Nationals,2,Philadelphia Phillies,8,Philadelphia Phillies,2.76,1.54
11-Mar,Cleveland Guardians,1,Kansas City Royals,7,Kansas City Royals,1.61,2.85
12-Mar,Detroit Tigers,3,Minnesota Twins,2,Detroit Tigers,2.16,1.83
13-Mar,Seattle Mariners,5,Oakland Athletics,1,Seattle Mariners,1.46,3.05
14-Mar,San Francisco Giants,4,Arizona Diamondbacks,8,Arizona Diamondbacks,1.85,2.14
15-Mar,Toronto Blue Jays,10,Boston Red Sox,0,Toronto Blue Jays,1.67,2.5
16-Mar,Chicago Cubs,2,Cincinnati Reds,1,Chicago Cubs,1.8,2.28
17-Mar,New York Yankees,8,Baltimore Orioles,0,New York Yankees,1.47,3.25
18-Mar,Washington Nationals,13,Philadelphia Phillies,4,Philadelphia Phillies,2.75,1.53
19-Mar,San Francisco Giants,10,Arizona Diamondbacks,4,Arizona Diamondbacks,1.77,2.23
20-Mar,Los Angeles Dodgers,10,Colorado Rockies,1,Los Angeles Dodgers,1.38,4.92
21-Mar,San Diego Padres,1,Chicago White Sox,3,Chicago White Sox,1.83,3.05
22-Mar,Seattle Mariners,2,Oakland Athletics,1,Seattle Mariners,1.44,3.2
23-Mar,Los Angeles Angels,4,Texas Rangers,1,Los Angeles Angels,1.68,2.46
24-Mar,St.Louis Cardinals,2,Pittsburgh Pirates,1,St.Louis Cardinals,1.52,3.15
25-Mar,Houston Astros,3,Tampa Bay Rays,7,Tampa Bay Rays,1.62,2.62
26-Mar,Milwaukee Brewers,1,Miami Marlins,0,Milwaukee Brewers,1.58,2.65
27-Mar,Atlanta Braves,5,New York Mets,2,Atlanta Braves,2.11,1.93
28-Mar,Cleveland Guardians,6,Kansas City Royals,3,Cleveland Guardians,1.76,2.7
29-Mar,Detroit Tigers,0,Minnesota Twins,7,Minnesota Twins,2.38,1.76
30-Mar,Toronto Blue Jays,9,Boston Red Sox,0,Toronto Blue Jays,1.68,2.82
31-Mar,New York Yankees,1,Baltimore Orioles,2,Baltimore Orioles,1.6,2.85
3-32,Chicago Cubs,6,Cincinnati Reds,1,Chicago Cubs,1.67,2.57
3-33,Washington Nationals,1,Philadelphia Phillies,5,Philadelphia Phillies,2.81,1.59
3-34,San Francisco Giants,6,Colorado Rockies,4,San Francisco Giants,1.46,3.24
3-35,San Diego Padres,2,Los Angeles Dodgers,5,Los Angeles Dodgers,2.3,1.77
3-36,Seattle Mariners,10,Texas Rangers,9,Texas Rangers,1.85,2.13
3-37,Los Angeles Angels,4,Oakland Athletics,2,Los Angeles Angels,1.39,3.52
3-38,Milwaukee Brewers,2,Miami Marlins,4,Miami Marlins,1.62,2.53
3-39,Cleveland Guardians,2,Tampa Bay Rays,1,Cleveland Guardians,2.16,1.85
3-40,Chicago Cubs,2,Philadelphia Phillies,0,Chicago Cubs,2.65,1.57
3-41,Boston Red Sox,5,Baltimore Orioles,3,Boston Red Sox,1.71,2.36
3-42,Detroit Tigers,10,Kansas City Royals,3,Kansas City Royals,1.82,2.18
3-43,Minnesota Twins,3,Chicago White Sox,4,Chicago White Sox,2.03,1.95
3-44,San Francisco Giants,6,Colorado Rockies,3,San Francisco Giants,1.65,2.85
3-45,San Diego Padres,0,Los Angeles Dodgers,1,Los Angeles Dodgers,2.35,1.72
3-46,Seattle Mariners,3,Texas Rangers,1,Seattle Mariners,1.8,2.52
3-47,Los Angeles Angels,4,Oakland Athletics,1,Los Angeles Angels,1.58,3.15
3-48,Houston Astros,2,Arizona Diamondbacks,5,Arizona Diamondbacks,1.65,2.5
3-49,Milwaukee Brewers,5,St.Louis Cardinals,1,Milwaukee Brewers,1.58,2.66
3-50,Minnesota Twins,8,Chicago White Sox,4,Minnesota Twins,2,2
01-Feb,Milwaukee Brewers,2,Arizona Diamondbacks,4,Arizona Diamondbacks,1.61,2.54
02-Feb,Baltimore Orioles,1,Toronto Blue Jays,5,Toronto Blue Jays,1.71,2.54
03-Feb,Pittsburgh Pirates,5,St.Louis Cardinals,3,Pittsburgh Pirates,1.85,2.27
04-Feb,Texas Rangers,4,New York Yankees,2,Texas Rangers,2.03,1.99
05-Feb,Oakland Athletics,3,Los Angeles Angels,2,Oakland Athletics,3.05,1.46
06-Feb,Baltimore Orioles,5,Toronto Blue Jays,4,Baltimore Orioles,1.75,2.44
07-Feb,Los Angeles Dodgers,2,Colorado Rockies,5,Colorado Rockies,1.28,4.32
08-Feb,Oakland Athletics,2,Los Angeles Angels,1,Oakland Athletics,3.05,1.71
09-Feb,San Diego Padres,6,San Francisco Giants,2,San Diego Padres,1.75,2.34
10-Feb,Seattle Mariners,9,Detroit Tigers,6,Seattle Mariners,1.6,2.57
11-Feb,Chicago White Sox,8,Minnesota Twins,3,Chicago White Sox,1.77,2.22
12-Feb,Houston Astros,10,Philadelphia Phillies,0,Houston Astros,1.54,3.15
13-Feb,Texas Rangers,3,New York Yankees,2,Texas Rangers,2.81,1.5
14-Feb,Milwaukee Brewers,3,Arizona Diamondbacks,0,Milwaukee Brewers,2.05,1.91
15-Feb,Boston Red Sox,6,Tampa Bay Rays,0,Boston Red Sox,2.06,1.92
16-Feb,New York Mets,8,Washington Nationals,0,New York Mets,1.4,3.55
17-Feb,Cincinnati Reds,3,Chicago Cubs,2,Cincinnati Reds,2.02,1.96
18-Feb,Miami Marlins,1,Atlanta Braves,2,Atlanta Braves,2.57,1.66
19-Feb,Pittsburgh Pirates,7,St.Louis Cardinals,8,St.Louis Cardinals,2.06,1.92
20-Feb,Cleveland Guardians,5,Kansas City Royals,3,Cleveland Guardians,1.55,2.71
21-Feb,Seattle Mariners,7,Detroit Tigers,6,Seattle Mariners,1.68,2.42
22-Feb,New York Mets,4,Washington Nationals,2,New York Mets,1.38,3.7
23-Feb,Texas Rangers,4,New York Yankees,5,New York Yankees,1.99,2.03
24-Feb,Los Angeles Dodgers,1,Colorado Rockies,2,Colorado Rockies,1.3,4.32
25-Feb,Oakland Athletics,5,Los Angeles Angels,4,Oakland Athletics,2.48,1.74
26-Feb,San Diego Padres,7,San Francisco Giants,4,San Diego Padres,1.58,2.79
27-Feb,Seattle Mariners,3,Detroit Tigers,4,Detroit Tigers,1.4,3.34
28-Feb,Chicago White Sox,3,Minnesota Twins,2,Chicago White Sox,1.91,2.1
2-29,Houston Astros,0,Philadelphia Phillies,3,Philadelphia Phillies,1.87,2.11
2-30,Milwaukee Brewers,6,Arizona Diamondbacks,5,Milwaukee Brewers,1.95,3.29
2-31,Boston Red Sox,4,Tampa Bay Rays,3,Boston Red Sox,2.29,1.86
2-32,Baltimore Orioles,1,Toronto Blue Jays,5,Toronto Blue Jays,2.11,1.89
2-33,Texas Rangers,1,New York Yankees,3,New York Yankees,2.37,1.7
2-34,Cincinnati Reds,3,Chicago Cubs,1,Cincinnati Reds,1.88,2.07
2-35,Miami Marlins,4,Atlanta Braves,0,Miami Marlins,2.4,1.68
2-36,Pittsburgh Pirates,3,St.Louis Cardinals,2,Pittsburgh Pirates,2.45,1.68
2-37,Cleveland Guardians,2,Kansas City Royals,5,Kansas City Royals,1.57,2.71
2-38,Atlanta Braves,5,New York Mets,3,Atlanta Braves,1.81,2.22
